,carat,cut,color,clarity,depth,table,price,x,y,z
28952,0.41,Ideal,G,VS2,62.7,55.0,1061,4.79,4.75,2.99
28953,0.41,Premium,F,IF,62.6,58.0,1439,4.73,4.76,2.97
28954,0.41,Ideal,F,VS2,61.9,56.0,863,4.74,4.76,2.94
28955,0.41,Ideal,E,SI2,63.0,57.0,818,4.73,4.7,2.97
28956,0.41,Ideal,D,VS2,62.8,55.0,1076,4.73,4.7,2.96
28957,0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89
28958,0.41,Ideal,G,IF,62.1,57.0,1276,4.76,4.77,2.96
28959,0.41,Ideal,D,VVS1,60.6,57.0,1582,4.82,4.79,2.91
28960,0.41,Premium,E,VVS2,61.5,58.0,918,4.75,4.78,2.93
28961,0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95
28962,0.41,Ideal,G,VVS2,61.3,56.0,1007,4.77,4.79,2.93
28963,0.41,Very Good,G,VS2,60.5,56.0,834,4.81,4.85,2.92
28964,0.41,Ideal,H,VVS1,62.2,57.0,1115,4.78,4.74,2.96
28965,0.41,Ideal,D,VVS1,62.3,57.0,1582,4.77,4.73,2.96
28966,0.41,Premium,D,SI1,60.5,60.0,791,4.77,4.81,2.9
28967,0.41,Ideal,F,VVS1,60.9,56.0,1356,4.83,4.79,2.93
28968,0.41,Premium,F,SI2,60.9,58.0,784,4.82,4.8,2.93
28969,0.41,Premium,G,VS2,61.9,59.0,827,4.73,4.77,2.94
28970,0.41,Ideal,E,VS1,62.2,55.0,1030,4.79,4.76,2.97
28971,0.41,Ideal,E,SI1,61.4,57.0,705,4.78,4.8,2.94
28972,0.41,Very Good,I,VVS1,61.9,57.0,863,4.78,4.82,2.97
28973,0.41,Very Good,E,VS1,62.2,57.0,1079,4.74,4.78,2.96
28974,0.41,Good,F,SI1,58.4,58.0,676,4.91,4.96,2.88
28975,0.41,Ideal,E,VVS2,61.8,57.0,1243,4.8,4.75,2.95
28976,0.41,Good,E,VVS1,64.1,55.0,1228,4.68,4.71,3.01
28977,0.41,Ideal,I,VVS1,62.0,54.5,891,4.77,4.8,2.97
28978,0.41,Very Good,H,VS1,63.5,56.0,1061,4.7,4.69,2.98
28979,0.41,Ideal,E,VVS2,62.0,56.0,1243,4.76,4.72,2.94
28980,0.41,Very Good,F,SI1,61.9,55.0,769,4.78,4.81,2.97
28981,0.41,Ideal,E,VS1,61.5,56.0,1007,4.77,4.79,2.94
28982,0.41,Premium,E,SI1,60.4,59.0,775,4.8,4.75,2.88
28983,0.41,Ideal,F,IF,61.7,56.0,1304,4.79,4.83,2.97
28984,0.41,Ideal,D,VVS2,61.1,56.0,1105,4.78,4.81,2.93
28985,0.41,Very Good,F,SI1,63.5,56.0,904,4.75,4.7,3.0
28986,0.41,Premium,E,VS2,61.3,58.0,935,4.74,4.79,2.92
28987,0.41,Ideal,H,SI1,62.6,55.0,683,4.77,4.79,2.99
28988,0.41,Very Good,D,SI1,63.0,56.0,717,4.75,4.8,3.01
28989,0.41,Ideal,G,VS2,62.7,55.0,827,4.75,4.79,2.99
28990,0.41,Ideal,F,VS2,61.0,57.0,863,4.76,4.81,2.92
28991,0.41,Good,G,SI1,64.2,57.0,739,4.67,4.71,3.01
28992,0.41,Ideal,D,VS1,62.6,55.0,1019,4.75,4.77,2.98
28993,0.41,Ideal,E,VVS2,61.4,56.0,1187,4.77,4.81,2.94
28994,0.41,Very Good,H,SI1,62.6,59.0,683,4.72,4.77,2.97
28995,0.41,Ideal,G,VS1,61.7,57.0,961,4.81,4.78,2.96
28996,0.41,Good,E,SI1,63.5,57.0,755,4.69,4.73,2.99
28997,0.41,Very Good,H,VVS2,62.2,58.0,899,4.71,4.74,2.94
28998,0.41,Premium,J,VS2,61.9,59.0,611,4.69,4.74,2.92
28999,0.41,Ideal,E,VS2,62.4,54.0,935,4.76,4.79,2.98
29000,0.41,Ideal,G,VVS2,60.4,56.0,1076,4.83,4.8,2.91
29001,0.41,Very Good,F,VS1,62.9,57.0,889,4.7,4.74,2.97
29002,0.41,Good,H,SI1,63.3,56.0,683,4.71,4.74,2.99
29003,0.41,Very Good,D,SI1,63.0,59.0,838,4.73,4.76,2.99
29004,0.41,Very Good,E,SI1,61.1,62.0,705,4.76,4.83,2.93
29005,0.41,Premium,E,SI1,61.2,59.0,904,4.82,4.78,2.94
29006,0.41,Ideal,I,VVS1,61.8,55.0,1107,4.79,4.76,2.95
29007,0.41,Premium,E,VS1,61.8,58.0,1153,4.75,4.73,2.93
29008,0.41,Premium,E,VS1,61.2,58.0,1079,4.76,4.78,2.92
29009,0.41,Very Good,F,VS2,62.6,57.0,863,4.71,4.74,2.96
29010,0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95
29011,0.41,Very Good,H,SI1,60.0,61.0,683,4.77,4.83,2.88
29012,0.41,Premium,I,VVS1,59.8,61.0,1107,4.84,4.79,2.88
29013,0.41,Ideal,F,VS1,61.9,55.0,1007,4.76,4.8,2.96
29014,0.41,Very Good,F,SI2,60.8,58.0,647,4.78,4.83,2.92
29015,0.41,Ideal,E,VS1,61.4,55.0,1076,4.84,4.8,2.96
29016,0.41,Very Good,G,VS2,61.3,57.0,827,4.76,4.8,2.93
29017,0.41,Premium,E,SI2,62.1,58.0,876,4.77,4.73,2.95
29018,0.41,Very Good,J,VVS1,60.1,58.0,775,4.79,4.83,2.89
29019,0.41,Ideal,H,VS2,61.3,56.0,941,4.81,4.84,2.96
29020,0.41,Premium,E,VS1,59.9,58.0,1153,4.88,4.83,2.91
29021,0.41,Premium,F,SI2,59.0,58.0,604,4.87,4.89,2.88
29022,0.41,Premium,E,SI1,58.8,62.0,852,4.87,4.85,2.86
29023,0.41,Good,E,VS1,63.5,54.0,935,4.71,4.74,3.0
29024,0.41,Premium,D,SI2,61.2,59.0,683,4.77,4.8,2.93
29025,0.41,Premium,E,VVS1,61.2,62.0,1241,4.78,4.76,2.92
29026,0.41,Premium,I,VVS2,62.1,58.0,1061,4.78,4.76,2.96
29027,0.41,Ideal,F,VVS2,61.7,56.0,1115,4.78,4.81,2.96
29028,0.41,Ideal,F,VS2,60.8,56.0,1107,4.81,4.8,2.92
29029,0.41,Very Good,D,VS1,61.7,58.0,1018,4.76,4.8,2.95
29030,0.41,Very Good,H,IF,62.9,54.0,1187,4.71,4.74,2.97
29031,0.41,Premium,F,VS2,60.3,58.0,863,4.8,4.85,2.91
29032,0.41,Ideal,G,VS2,62.2,57.0,1061,4.74,4.71,2.94
29033,0.41,Premium,E,SI1,61.3,58.0,755,4.76,4.8,2.93
29034,0.41,Ideal,I,VVS2,61.7,56.0,1061,4.8,4.77,2.95
29035,0.41,Ideal,G,VS2,61.4,59.0,1042,4.78,4.76,2.93
29036,0.41,Premium,G,SI1,62.8,58.0,861,4.74,4.72,2.97
29037,0.41,Ideal,H,VS1,61.8,56.0,827,4.77,4.81,2.96
29038,0.41,Premium,E,SI1,62.4,58.0,755,4.75,4.77,2.97
29039,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84
29040,0.41,Ideal,E,VVS1,61.3,55.0,1431,4.8,4.76,2.93
29041,0.41,Ideal,F,VVS2,61.8,55.0,1044,4.77,4.81,2.96
29042,0.41,Premium,G,SI1,60.3,59.0,719,4.76,4.79,2.88
29043,0.41,Ideal,F,VVS2,62.3,56.0,1192,4.77,4.73,2.96
29044,0.41,Good,G,SI1,63.4,57.0,671,4.7,4.73,2.99
29045,0.41,Good,I,SI1,63.8,57.0,611,4.67,4.7,2.99
29046,0.41,Ideal,E,VS2,62.2,56.0,848,4.75,4.8,2.97
29047,0.41,Ideal,G,VS1,61.1,55.0,1121,4.79,4.83,2.94
29048,0.41,Ideal,F,VS2,60.0,56.0,863,4.82,4.88,2.91
29049,0.41,Ideal,D,VS2,62.2,57.0,1007,4.72,4.76,2.95
29050,0.41,Very Good,G,SI1,62.9,56.0,719,4.7,4.75,2.97
29051,0.41,Premium,G,SI1,62.7,55.0,923,4.8,4.77,3.0
29052,0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
29053,0.41,Very Good,F,SI1,63.3,57.0,969,4.72,4.69,2.98
29054,0.41,Ideal,I,VS2,61.5,55.0,683,4.79,4.83,2.96
29055,0.41,Premium,E,SI2,61.3,57.0,876,4.83,4.79,2.95
29056,0.41,Ideal,E,VVS2,61.4,57.0,1243,4.79,4.76,2.93
29057,0.41,Ideal,G,IF,62.3,55.0,1431,4.78,4.75,2.97
29058,0.41,Ideal,F,VS1,60.6,57.0,1007,4.79,4.84,2.92
29059,0.41,Very Good,I,SI2,63.5,57.0,692,4.72,4.7,2.99
29060,0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97
29061,0.41,Very Good,G,SI1,62.5,57.0,719,4.69,4.72,2.94
29062,0.41,Very Good,H,SI1,62.9,55.0,683,4.75,4.82,3.01
29063,0.41,Ideal,F,VS1,62.0,55.0,1076,4.81,4.77,2.97
29064,0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97
29065,0.41,Good,G,I1,63.8,56.0,600,4.74,4.7,3.01
29066,0.41,Ideal,F,SI1,62.7,57.0,969,4.74,4.7,2.96
29067,0.41,Premium,E,VS1,60.6,59.0,1079,4.77,4.8,2.9
29068,0.41,Premium,F,VS1,59.9,58.0,1007,4.81,4.84,2.89
29069,0.41,Premium,F,SI1,61.8,58.0,755,4.75,4.76,2.94
29070,0.41,Premium,E,VS1,60.0,58.0,1079,4.8,4.83,2.89
29071,0.41,Ideal,D,VS2,62.4,55.0,1007,4.76,4.79,2.98
29072,0.41,Good,J,VS1,63.7,56.0,647,4.68,4.71,2.99
29073,0.41,Premium,G,VVS1,59.7,60.0,1148,4.85,4.83,2.89
29074,0.41,Very Good,G,VS1,60.0,61.0,899,4.77,4.86,2.89
29075,0.41,Premium,G,SI1,61.7,59.0,923,4.73,4.71,2.91
29076,0.41,Premium,G,VS2,61.6,58.0,1061,4.78,4.73,2.93
29077,0.41,Good,E,VS2,63.1,64.0,981,4.66,4.63,2.93
29078,0.41,Premium,G,VS1,62.4,57.0,961,4.74,4.71,2.95
29079,0.41,Ideal,G,VVS1,61.6,57.0,1055,4.75,4.77,2.93
29080,0.41,Ideal,I,VS1,61.9,55.0,685,4.78,4.82,2.97
29081,0.41,Ideal,E,SI1,62.6,57.0,969,4.73,4.72,2.96
29082,0.41,Good,D,SI1,63.8,56.0,947,4.72,4.68,3.0
29083,0.41,Good,E,SI2,63.2,58.0,638,4.68,4.72,2.97
29084,0.41,Ideal,E,VS1,62.7,57.0,1153,4.76,4.72,2.97
29085,0.41,Premium,D,SI2,61.2,59.0,876,4.8,4.77,2.93
29086,0.41,Very Good,D,SI2,59.9,60.0,619,4.78,4.8,2.87
29087,0.41,Good,E,SI1,63.9,58.0,969,4.72,4.7,3.01
29088,0.41,Good,J,IF,63.6,54.0,827,4.72,4.75,3.01
29089,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97
29090,0.41,Very Good,H,SI1,62.8,56.0,683,4.72,4.77,2.98
29091,0.41,Very Good,G,VVS2,63.3,59.0,1051,4.69,4.71,2.97
29092,0.41,Premium,I,VVS1,62.0,56.0,1107,4.77,4.75,2.95
29093,0.41,Premium,F,VS2,62.6,58.0,1107,4.81,4.75,2.99
29094,0.41,Premium,G,VVS2,61.4,58.0,1007,4.75,4.8,2.93
29095,0.41,Good,H,VS2,63.4,58.0,755,4.77,4.66,2.99
29096,0.41,Ideal,G,VS2,62.5,54.0,827,4.75,4.78,2.98
29097,0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
29098,0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
29099,0.41,Ideal,G,VVS1,62.2,54.0,1076,4.79,4.82,2.99
29100,0.41,Ideal,F,VVS2,60.1,57.0,1115,4.83,4.85,2.91
29101,0.41,Premium,H,SI1,62.0,59.0,876,4.8,4.78,2.97
29102,0.41,Ideal,E,VVS1,61.1,56.0,1608,4.8,4.82,2.94
29103,0.41,Very Good,E,VS2,62.7,58.0,833,4.68,4.73,2.95
29104,0.41,Ideal,F,VS2,62.3,57.0,863,4.75,4.78,2.97
29105,0.41,Premium,H,VS1,62.8,59.0,1033,4.73,4.64,2.94
29106,0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89
29107,0.41,Very Good,G,VS2,61.0,56.0,827,4.81,4.83,2.94
29108,0.41,Ideal,F,VVS2,61.7,57.0,1192,4.8,4.73,2.94
29109,0.41,Premium,D,SI2,62.3,58.0,683,4.74,4.77,2.96
29110,0.41,Premium,G,SI1,61.7,59.0,719,4.71,4.73,2.91
29111,0.41,Ideal,E,VVS1,61.9,55.0,1367,4.78,4.79,2.96
29112,0.41,Ideal,J,VS1,61.6,55.1,674,4.75,4.8,2.95
29113,0.41,Ideal,E,VS1,62.1,56.0,1079,4.75,4.78,2.96
29114,0.41,Premium,G,SI1,61.3,58.0,719,4.76,4.8,2.93
29115,0.41,Premium,D,VVS2,61.9,59.0,1181,4.78,4.75,2.95
29116,0.41,Ideal,I,VVS2,62.4,57.0,843,4.68,4.75,2.94
29117,0.41,Ideal,H,VS1,61.8,56.0,962,4.78,4.73,2.94
29118,0.41,Ideal,H,VVS1,61.5,55.0,945,4.79,4.81,2.95
29119,0.41,Ideal,J,VS1,62.7,56.0,703,4.73,4.77,2.98
29120,0.41,Ideal,E,SI2,60.7,57.0,876,4.85,4.81,2.93
29121,0.41,Very Good,F,IF,63.3,56.0,1255,4.69,4.75,2.99
29122,0.41,Good,G,SI1,64.3,54.0,646,4.68,4.72,3.02
29123,0.41,Ideal,E,SI2,59.8,55.0,876,4.93,4.81,2.91
29124,0.41,Ideal,E,VVS2,62.5,57.0,1013,4.71,4.76,2.96
29125,0.41,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98
29126,0.41,Ideal,F,VVS2,61.7,56.0,1192,4.81,4.78,2.96
29127,0.41,Ideal,G,VS2,59.8,57.0,827,4.81,4.85,2.89
29128,0.41,Very Good,G,VS2,61.4,57.0,800,4.76,4.81,2.94
29129,0.41,Premium,I,VVS2,62.1,58.0,827,4.76,4.78,2.96
29130,0.41,Premium,F,VVS2,61.0,59.0,1192,4.82,4.79,2.93
29131,0.41,Good,F,SI1,63.5,56.0,705,4.7,4.75,3.0
29132,0.41,Ideal,G,VVS1,62.5,53.0,1068,4.76,4.78,2.98
29133,0.41,Ideal,H,VS1,61.9,56.0,827,4.75,4.78,2.95
29134,0.41,Good,F,VVS2,59.2,63.0,1150,4.82,4.87,2.87
29135,0.41,Premium,E,VS1,62.8,58.0,1153,4.72,4.7,2.96
29136,0.41,Very Good,E,SI1,63.1,57.0,878,4.73,4.71,2.98
29137,0.41,Ideal,F,VVS2,62.6,55.0,1115,4.73,4.76,2.97
29138,0.41,Very Good,E,VVS1,62.9,59.0,1367,4.72,4.76,2.98
29139,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96
29140,0.41,Ideal,F,VVS2,62.5,56.0,1192,4.75,4.72,2.96
29141,0.41,Very Good,D,SI1,63.3,55.0,947,4.77,4.74,3.01
29142,0.41,Ideal,J,VS1,62.2,55.0,604,4.76,4.79,2.97
29143,0.41,Ideal,F,VS2,60.0,56.0,1107,4.88,4.82,2.91
29144,0.41,Premium,E,VS1,61.9,59.0,1079,4.77,4.8,2.96
29145,0.41,Ideal,G,VVS2,60.4,56.0,1007,4.8,4.83,2.91
29146,0.41,Very Good,D,SI1,60.3,63.0,717,4.78,4.8,2.89
29147,0.41,Good,E,VS2,58.1,59.0,772,4.89,4.95,2.86
29148,0.41,Premium,F,VVS2,60.1,58.0,1192,4.83,4.79,2.89
29149,0.41,Very Good,D,VVS1,61.9,60.0,1376,4.71,4.75,2.93
29150,0.41,Ideal,F,VS2,61.8,56.0,863,4.78,4.8,2.96
29151,0.41,Ideal,E,VS2,61.8,54.0,999,4.79,4.76,2.95
29152,0.41,Ideal,G,VS2,62.4,55.0,827,4.73,4.76,2.96
29153,0.41,Ideal,F,VS1,62.1,56.0,1007,4.74,4.76,2.95
29154,0.41,Very Good,H,VVS1,59.5,58.0,991,4.82,4.86,2.88
29155,0.41,Premium,F,VVS2,61.6,59.0,1017,4.79,4.73,2.93
29156,0.41,Good,J,VS1,63.7,56.0,830,4.71,4.68,2.99
29157,0.41,Premium,I,SI2,61.6,59.0,539,4.76,4.79,2.94
29158,0.41,Ideal,H,IF,62.1,56.0,1187,4.74,4.76,2.95
29159,0.41,Premium,G,VS2,60.7,59.0,990,4.85,4.8,2.93
29160,0.41,Very Good,G,VS1,61.7,57.0,899,4.75,4.78,2.94
29161,0.41,Premium,G,VS1,62.3,56.0,961,4.8,4.77,2.98
29162,0.41,Premium,G,VS2,61.4,59.0,827,4.75,4.79,2.93
29163,0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96
29164,0.41,Ideal,H,VVS2,62.5,56.0,899,4.74,4.77,2.97
29165,0.41,Ideal,H,SI1,61.5,55.0,763,4.78,4.81,2.95
29166,0.41,Premium,J,VS2,61.9,59.0,784,4.74,4.69,2.92
29167,0.41,Ideal,G,VS2,61.4,55.0,827,4.75,4.8,2.93
29168,0.41,Very Good,E,SI2,61.9,55.0,683,4.77,4.8,2.96
29169,0.41,Premium,F,VS1,58.6,61.0,1076,4.87,4.83,2.84
29170,0.41,Ideal,E,VS1,61.7,55.0,1153,4.78,4.75,2.94
29171,0.41,Premium,G,VS1,60.5,57.0,961,4.85,4.81,2.92
29172,0.41,Ideal,H,VVS1,61.4,56.0,1115,4.8,4.77,2.94
29173,0.41,Premium,H,SI1,60.5,58.0,683,4.81,4.85,2.92
29174,0.41,Ideal,G,SI1,62.2,56.0,671,4.75,4.77,2.96
29175,0.41,Ideal,H,SI1,62.6,55.0,876,4.79,4.77,2.99
29176,0.41,Ideal,E,SI1,62.9,57.0,969,4.76,4.72,2.98
29177,0.41,Premium,D,SI2,62.4,60.0,876,4.77,4.71,2.96
29178,0.41,Ideal,F,SI1,60.5,56.0,909,4.81,4.84,2.92
29179,0.41,Ideal,G,SI1,61.7,54.0,688,4.78,4.81,2.96
29180,0.41,Premium,E,VS2,59.8,60.0,999,4.87,4.83,2.9
29181,0.41,Ideal,E,VVS1,61.5,56.0,1444,4.81,4.82,2.96
29182,0.41,Ideal,E,VS1,61.7,57.0,1153,4.8,4.76,2.95
29183,0.41,Ideal,G,VVS2,61.9,55.0,1238,4.77,4.79,2.96
29184,0.41,Ideal,E,SI1,61.8,56.0,904,4.78,4.77,2.95
29185,0.41,Ideal,E,VVS2,61.1,56.0,1243,4.85,4.8,2.95
29186,0.41,Ideal,D,VS2,61.9,56.0,1076,4.8,4.77,2.96
29187,0.41,Ideal,F,SI2,62.6,57.0,603,4.68,4.77,2.96
29188,0.41,Ideal,F,VVS2,60.6,57.0,1115,4.81,4.86,2.93
29189,0.41,Ideal,F,IF,62.2,54.0,1151,4.76,4.79,2.97
29190,0.41,Premium,E,VS1,61.2,58.0,1153,4.78,4.76,2.92
29191,0.41,Ideal,F,VVS1,61.8,55.0,1356,4.78,4.76,2.95
29192,0.41,Good,H,VS2,64.1,57.0,917,4.72,4.64,3.0
29193,0.41,Good,J,VS2,64.0,59.0,565,4.64,4.71,2.99
29194,0.41,Ideal,E,SI1,61.8,56.0,705,4.77,4.78,2.95
29195,0.41,Ideal,F,VVS1,61.8,57.0,1295,4.75,4.79,2.95
29196,0.41,Very Good,F,VS2,62.8,57.0,863,4.73,4.76,2.98
29197,0.41,Ideal,E,SI1,62.6,57.0,755,4.72,4.73,2.96
29198,0.41,Ideal,G,VS2,62.5,54.0,1061,4.78,4.75,2.98
29199,0.41,Premium,G,VS1,62.5,59.0,899,4.73,4.77,2.97
29200,0.41,Premium,E,VS1,62.2,57.0,1153,4.78,4.74,2.96
29201,0.41,Ideal,F,VS1,62.1,56.0,1076,4.76,4.74,2.95
29202,0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93
29203,0.41,Premium,G,VS2,61.5,58.0,827,4.8,4.82,2.96
29204,0.41,Ideal,D,VS1,62.1,56.0,1151,4.77,4.8,2.97
29205,0.41,Premium,H,SI1,61.4,60.0,876,4.78,4.73,2.92
29206,0.41,Premium,F,VS1,62.7,58.0,1076,4.77,4.74,2.98
29207,0.41,Ideal,F,SI1,62.8,57.0,969,4.73,4.69,2.96
29208,0.41,Premium,G,SI1,59.1,58.0,923,4.88,4.83,2.87
29209,0.41,Premium,H,SI1,61.8,59.0,984,4.81,4.77,2.96
29210,0.41,Very Good,G,VVS1,60.3,60.0,1151,4.74,4.78,2.87
29211,0.41,Ideal,G,IF,61.7,56.0,1259,4.79,4.81,2.96
29212,0.41,Ideal,G,VVS1,61.8,55.0,1230,4.78,4.76,2.95
29213,0.41,Ideal,F,IF,61.9,56.0,1439,4.78,4.81,2.97
29214,0.41,Good,I,VVS2,63.9,55.0,827,4.71,4.74,3.02
29215,0.41,Premium,J,VS1,62.0,55.0,830,4.77,4.74,2.95
29216,0.41,Very Good,D,SI2,62.3,61.0,638,4.72,4.75,2.95
29217,0.41,Very Good,F,VS1,60.8,58.0,1007,4.76,4.82,2.91
29218,0.41,Premium,G,VS1,60.7,58.0,961,4.83,4.79,2.92
29219,0.41,Premium,D,VVS1,62.2,58.0,1349,4.71,4.77,2.95
29220,0.41,Premium,F,VS2,60.3,60.0,1107,4.84,4.81,2.91
29221,0.41,Ideal,F,VS2,62.4,58.0,1085,4.77,4.75,2.97
29222,0.41,Very Good,I,VVS1,62.0,56.0,863,4.75,4.77,2.95
29223,0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94
29224,0.41,Ideal,E,VS1,61.9,55.0,1079,4.76,4.8,2.96
29225,0.41,Very Good,E,SI2,62.8,58.0,638,4.69,4.73,2.96
29226,0.41,Ideal,H,SI1,62.9,55.0,876,4.82,4.75,3.01
29227,0.41,Premium,J,VS1,60.8,61.0,830,4.79,4.72,2.89
29228,0.41,Fair,D,VVS2,64.5,57.0,1089,4.68,4.65,3.01
29229,0.41,Premium,E,VVS2,60.9,60.0,1243,4.82,4.81,2.93
29230,0.41,Very Good,J,VS1,61.8,56.0,693,4.75,4.79,2.95
29231,0.41,Very Good,G,SI2,63.4,58.0,784,4.73,4.7,2.99
29232,0.41,Ideal,F,VVS2,61.4,57.0,1323,4.77,4.81,2.94
29233,0.41,Premium,E,SI1,61.1,62.0,904,4.83,4.76,2.93
29234,0.41,Premium,E,SI1,61.0,59.0,969,4.82,4.78,2.93
29235,0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95
29236,0.41,Good,H,SI1,63.8,56.0,876,4.74,4.69,3.01
29237,0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94
29238,0.41,Very Good,G,VS1,62.3,56.0,899,4.77,4.8,2.98
29239,0.41,Premium,G,VS1,61.7,57.0,961,4.78,4.75,2.94
29240,0.41,Ideal,E,VS1,61.5,56.0,1076,4.79,4.77,2.94
29241,0.41,Ideal,J,VS2,62.3,54.0,613,4.77,4.8,2.98
29242,0.41,Premium,F,VVS2,61.0,59.0,1192,4.83,4.77,2.93
29243,0.41,Premium,F,VS1,59.9,58.0,1076,4.84,4.81,2.89
29244,0.41,Ideal,G,SI1,61.9,54.0,759,4.77,4.82,2.97
29245,0.41,Very Good,G,SI1,62.7,55.0,719,4.77,4.8,3.0
29246,0.41,Good,D,SI1,63.8,56.0,738,4.68,4.72,3.0
29247,0.41,Premium,D,SI2,62.4,60.0,683,4.71,4.77,2.96
29248,0.41,Premium,E,VVS2,61.8,59.0,1243,4.78,4.74,2.94
29249,0.41,Good,D,SI2,63.1,54.0,638,4.72,4.75,2.99
29250,0.41,Ideal,E,VS2,61.8,57.0,999,4.78,4.76,2.95
29251,0.41,Ideal,F,VVS1,61.9,56.0,1356,4.79,4.77,2.96
29252,0.41,Very Good,J,IF,63.5,54.0,1061,4.75,4.7,3.0
29253,0.41,Very Good,F,SI1,62.9,56.0,755,4.71,4.73,2.97
29254,0.41,Ideal,D,VS1,62.9,57.0,1230,4.75,4.73,2.98
29255,0.41,Very Good,F,VVS1,62.1,56.0,1295,4.78,4.79,2.97
29256,0.41,Very Good,G,VS2,61.7,61.0,827,4.7,4.74,2.91
29257,0.41,Premium,G,VS2,61.9,59.0,1061,4.77,4.73,2.94
29258,0.41,Ideal,F,VS2,61.8,57.0,863,4.75,4.79,2.95
29259,0.41,Ideal,E,SI2,61.2,56.0,760,4.81,4.84,2.95
29260,0.41,Very Good,D,VVS2,61.2,62.0,1295,4.78,4.82,2.94
29261,0.41,Good,F,SI1,63.2,59.0,755,4.68,4.72,2.97
29262,0.41,Ideal,E,VS1,61.4,55.0,1007,4.8,4.84,2.96
29263,0.41,Premium,G,VS1,61.5,58.0,961,4.8,4.76,2.94
29264,0.41,Premium,F,SI1,59.8,59.0,755,4.82,4.85,2.89
29265,0.41,Premium,G,VVS1,60.0,59.0,1230,4.84,4.83,2.9
29266,0.41,Ideal,E,VVS2,61.6,55.0,1363,4.81,4.84,2.97
29267,0.41,Very Good,F,VVS1,62.3,54.0,1161,4.75,4.79,2.97
29268,0.41,Ideal,G,VVS1,62.0,56.0,1230,4.8,4.78,2.97
29269,0.41,Ideal,D,SI1,61.7,54.0,791,4.78,4.79,2.95
29270,0.41,Very Good,F,SI1,63.4,58.0,852,4.75,4.68,2.99
29271,0.41,Ideal,E,VS1,60.8,56.0,1154,4.84,4.8,2.93
29272,0.41,Very Good,I,VVS2,59.9,57.0,1024,4.87,4.91,2.93
29273,0.41,Premium,F,VVS2,61.0,59.0,1115,4.77,4.83,2.93
29274,0.41,Very Good,F,VS2,61.1,56.0,863,4.79,4.84,2.94
29275,0.41,Ideal,E,VVS2,61.4,53.9,1186,4.79,4.81,2.95
29276,0.41,Ideal,F,VS2,62.1,56.0,863,4.74,4.79,2.96
29277,0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.74,2.96
29278,0.41,Very Good,E,SI1,63.1,57.0,904,4.78,4.73,3.0
29279,0.41,Very Good,E,SI1,60.5,61.0,755,4.78,4.8,2.9
29280,0.41,Ideal,E,SI1,62.5,55.0,969,4.77,4.73,2.97
29281,0.41,Good,E,SI1,63.1,57.0,705,4.73,4.78,3.0
29282,0.41,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98
29283,0.41,Premium,F,SI1,61.0,60.0,969,4.81,4.77,2.92
29284,0.41,Ideal,F,VVS2,61.2,56.0,1192,4.8,4.78,2.93
29285,0.41,Ideal,D,SI2,62.3,57.0,876,4.78,4.75,2.97
29286,0.41,Very Good,D,VS2,63.8,56.0,871,4.69,4.74,3.01
29287,0.41,Premium,D,SI2,59.9,60.0,795,4.8,4.78,2.87
29288,0.41,Ideal,E,SI2,60.7,57.0,683,4.81,4.85,2.93
29289,0.41,Premium,F,VS1,62.4,60.0,1076,4.77,4.71,2.96
29290,0.41,Ideal,D,VS1,61.8,57.0,1151,4.75,4.8,2.95
29291,0.41,Premium,G,VS2,61.7,61.0,1061,4.74,4.7,2.91
29292,0.41,Ideal,E,VS1,62.7,55.0,1079,4.72,4.76,2.97
29293,0.41,Premium,E,VS1,60.7,59.0,964,4.77,4.79,2.9
29294,0.41,Very Good,F,VS2,63.2,57.0,1107,4.76,4.74,3.0
29295,0.41,Ideal,E,SI1,62.5,55.0,755,4.73,4.77,2.97
29296,0.41,Good,G,SI2,63.7,55.0,732,4.75,4.7,3.01
29297,0.41,Ideal,G,SI2,62.1,53.6,659,4.75,4.79,2.96
29298,0.41,Ideal,G,VS2,62.7,56.0,1061,4.77,4.74,2.98
